unitid,opeid,instnm,stabbr,iheType,iheControl,pctNative,pctAsian,pctBlack,pctHispanic,pctIslander,pctWhite,pctMultRaces,pctFullTime,pctPartTime,pctPell,hbcu,pbi,annhi,tribal,aanapii,hsi,nanti,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,state,awardedAmountsStudentAid,awardedAmountsInstitutional,awardedAmountsHbcu,awardedAmountsTccu,awardedAmountsMsi,awardedAmountsSip,awardedAmountsSaihe,awardedAmountsFipse,awardedAmountsProprietary,awards,ugFtPellEnrolled,ugFtNonPellEnrolled,ugPtPellEnrolled,ugPtNonPellEnrolled,gFtEnrolled,gPtEnrolled,distributed_to_more_than_enrolled,ugFtPellHeerRecipients,ugFtNonPellHeerRecipients,ugPtPellHeerRecipients,gFtHeerRecipients,gPtHeerRecipients,allStudentsHeerRecipients,a1InstitutionalDirectTotal,a2DirectUgFtPell,a2DirectUgFtNonPell,a2DirectUgPtPell,a2DirectUgPtNonPell,a2DirectGFt,a2DirectGPt,a2DirectTotal,a3DirectUgFtPell,a3DirectUgFtNonPell,a3DirectUgPtPell,a3DirectUgPtNonPell,a3DirectGFt,a3DirectGPt,a3DirectTotal,a4DirectUgFtPell,a4DirectUgFtNonPell,a4DirectUgPtPell,a4DirectUgPtNonPell,a4DirectGFt,a4DirectGPt,a4DirectTotal,minimumAwardUgFtPell,minimumAwardUgFtNonPell,minimumAwardUgPtPell,minimumAwardUgPtNonPell,minimumAwardGFt,minimumAwardGPt,minimumAward,maximumAwardUgFtPell,maximumAwardUgFtNonPell,maximumAwardUgPtPell,maximumAwardUgPtNonPell,maximumAwardGFt,maximumAwardGPt,maximumAward,ugFtPellGrantAmountTotal,ugFtNonPellGrantAmountTotal,ugPtPellGrantAmountTotal,ugPtNonPellGrantAmountTotal,gFtGrantAmountTotal,gPtGrantAmountTotal,allStudentsGrantAmountTotal,ugFtPellAverageHeerAmount,ugFtNonPellAverageHeerAmount,ugPtPellAverageHeerAmount,ugPtNonPellAverageHeerAmount,gFtAverageHeerAmount,gPtAverageHeerAmount,allStudentsAverageHeerAmount,nEnrolledStudentsNotEligibleTitleIV,pEnrolledStudentsNotEligibleTitleIV,nStudentsReceivedGrantsNotEligibleTitleIV,pStudentsGrantedHeerNotEligibleTitleIV,aiEnrolledStudentCount,aEnrolledStudentCount,bEnrolledStudentCount,hEnrolledStudentCount,nhEnrolledStudentCount,wEnrolledStudentCount,tmrEnrolledStudentCount,urEnrolledStudentCount,nrEnrolledStudentCount,ncrEnrolledStudentCount,mEnrolledStudentCount,woEnrolledStudentCount,ncgEnrolledStudentCount,tfoEnrolledStudentCount,tfyEnrolledStudentCount,aiReceivedAidGrant,aReceivedAidGrant,bReceivedAidGrant,hReceivedAidGrant,nhReceivedAidGrant,wReceivedAidGrant,tmrReceivedAidGrant,urReceivedAidGrant,nrReceivedAidGrant,ncrReceivedAidGrant,mReceivedAidGrant,woReceivedAidGrant,ncgReceivedAidGrant,tfoReceivedAidGrant,tfyReceivedAidGrant,aiTotalAmountOfGrants,aTotalAmountOfGrants,bTotalAmountOfGrants,hTotalAmountOfGrants,nhTotalAmountOfGrants,wTotalAmountOfGrants,tmrTotalAmountOfGrants,urTotalAmountOfGrants,nrTotalAmountOfGrants,ncrTotalAmountOfGrants,mTotalAmountOfGrants,woTotalAmountOfGrants,ncgTotalAmountOfGrants,tfoTotalAmountOfGrants,tfyTotalAmountOfGrants,aiAverageHeerfAward,aAverageHeerfAward,bAverageHeerfAward,hAverageHeerfAward,nhAverageHeerfAward,wAverageHeerfAward,tmrAverageHeerfAward,urAverageHeerfAward,nrAverageHeerfAward,ncrAverageHeerfAward,mAverageHeerfAward,woAverageHeerfAward,ncgAverageHeerfAward,tfoAverageHeerfAward,tfyAverageHeerfAward,enroll2021Ug,enroll2021UgW,enroll2021G,enroll2021GW,enroll2020Ug,enroll2020UgW,enroll2020G,enroll2020GW,enroll2019Ug,enroll2019UgW,enroll2019UgC,enroll2019UgSe,enroll2019G,enroll2019GW,MSI_Count,MSI_Flag
224545,03170300,Texas A&M University-Texarkana,TX,4 Year,Public,0.007,0.012,0.19,0.147,0.001,0.546,0.041,NA,NA,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,4238465,5431601,0,0,0,193805,0,0,0,"P425E202474 (Student Aid) / $4,238,465|P425F204066 (Institutional Portion) / $5,431,601|P425M200780 (Strengthening Institutions Program) / $193,805",850,748,307,444,116,378,0,588,358,188,49,122,1532,238510,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,15,10,15,2,10,12,2,9673.22,12401.74,9659.84,6717.78,4989.43,9378.27,12401.74,1346020.2,771891.31,393700.5,357996.85,104248.69,206990.71,3180848.26,2289.15,2156.120977653632,2094.151595744681,1577.078634361233,2127.524285714286,1696.645163934426,2076.271710182767,675,0.2374252550123109,212,0.1383812010443864,NA,57,545,479,NA,1537,119,47,38,NA,NA,1827,NA,NA,1623,NA,20,416,284,NA,664,68,47,25,NA,NA,1018,NA,NA,910,NA,45319.46,991560.92,622216.33,NA,1211167.43,153139.26,70272.81,68649.05,NA,NA,2097892.08,NA,NA,1944764.35,NA,2265.973,2383.559903846154,2190.902570422535,NA,1824.047334337349,2252.047941176471,1495.166170212766,2745.962,NA,NA,2060.797721021611,NA,NA,2137.103681318682,2349,362,494,79,2327,286,517,90,2261,317,362,1582,524,88,0,0
229841,00366800,Wharton County Junior College,TX,2 Year,Public,0.001,0.149,0.125,0.401,0.001,0.305,0.015,0.417,0.583,0.379,0,0,0,0,1,1,0,0,0,0,0,1,1,0,TEXAS,8692503,11819764,0,0,1242436,0,0,0,0,"P425E201184 (Student Aid) / $8,692,503|P425F200664 (Institutional Portion) / $11,819,764|P425L200082 (Minority Serving Institutions) / $1,242,436",1394,2482,NA,4176,NA,NA,0,1238,1405,NA,NA,NA,4556,1232000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,300,300,300,300,0,0,300,4600,4000,3400,2500,0,0,4600,2892100,2914800,697900,1259500,0,0,7764300,2336.10662358643,2074.590747330961,NA,925.4224834680382,NA,NA,1704.192273924495,NA,NA,NA,NA,NA,1215,998,3661,10,2610,229,15,NA,NA,NA,5178,NA,NA,6976,NA,615,598,2110,NA,1128,98,NA,NA,NA,NA,2847,NA,NA,3624,NA,1112200,1006300,3682500,NA,1780200,173700,NA,NA,NA,NA,4739400,NA,NA,6370900,NA,1808.455284552846,1682.775919732441,1745.260663507109,1666.666666666667,1578.191489361702,1772.448979591837,700,NA,NA,NA,1664.699683877766,NA,NA,1757.974613686534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
227182,01114500,Lone Star College System,TX,4 Year,Public,0.002,0.077,0.139,0.381,0,0.308,0.039,0.284,0.716,0.416,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,86319384,118351407,0,0,11620966,0,0,0,0,"P425E200588 (Student Aid) / $86,319,384|P425F202279 (Institutional Portion) / $118,351,407|P425L200379 (Minority Serving Institutions) / $11,620,966",NA,16511,14153,71206,NA,NA,0,NA,12989,13601,NA,NA,88037,0,275650,84850,559250,206950,0,0,1126700,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,50,50,50,50,0,0,50,5600,3450,5600,3100,0,0,5600,18200550,5575900,19518790,11900625,0,0,55195865,NA,429.2786203710832,1435.099625027571,230.4446961775299,NA,NA,626.9621295591626,68093,0.6090608228980322,50127,0.5693855992366845,220,8514,15321,42914,NA,33713,4284,2587,4093,NA,NA,67726,NA,NA,87006,171,6781,12575,35023,NA,25539,3335,2093,3673,NA,NA,54775,NA,NA,69495,95300,4127390,100406910,24131255,NA,11406990,1868905,779565,2674450,NA,NA,36484775,NA,NA,40217100,557.3099415204679,608.6698127119894,7984.644930417495,689.0116494874796,NA,446.6498296722659,560.3913043478261,372.4629718107979,728.1377620473727,NA,NA,666.0844363304427,NA,NA,578.7049428016404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
229416,02362000,Universal Technical Institute of Texas Inc.,TX,2 Year,Private For-Profit,0.002,0.007,0.055,0.203,0.003,0.106,0.034,NA,NA,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,4424400,4424399,0,0,0,0,0,0,7233185,"P425E200939 (Student Aid) / $4,424,400|P425F201097 (Institutional Portion) / $4,424,399|P425Q210125 (Proprietary Institutions Grant Funds for Students) / $7,233,185",5115,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4367,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,7130477.53,0,0,0,0,0,7130477.53,1000,0,0,0,0,0,1000,4600,0,0,0,0,0,4600,7197447.91,0,0,0,0,0,7197447.91,NA,NA,NA,NA,NA,NA,1648.14470116785,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,43,423,1626,NA,845,317,1076,NA,NA,4140,NA,NA,NA,3347,29000,66100,713900,2566150.95,NA,1470429.84,538200,1727296.74,NA,NA,6771627.53,NA,NA,NA,5521379.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228246,00361300,Southern Methodist University,TX,4 Year,Private Not-For-Profit,0.002,0.076,0.072,0.131,0.001,0.578,0.037,0.752,0.248,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,10543363,12525819,0,0,0,0,0,0,0,"P425E201917 (Student Aid) / $10,543,363|P425F200702 (Institutional Portion) / $12,525,819",1053,7002,20,302,4690,2647,0,951,178,17,1099,221,2472,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1000,1000,1500,1000,630,1000,630,4500,3000,4000,3000,6900,4500,6900,3158400,303000,32500,9000,3110030,559194,7172124,3321.135646687697,1702.247191011236,1911.764705882353,1500,2829.872611464968,2530.289592760181,2901.344660194175,8611,0.5479826905943744,NA,NA,33,1233,1101,2069,NA,9112,583,212,1358,NA,8125,NA,NA,NA,10336,NA,259,431,539,5,1076,118,27,12,NA,NA,1325,NA,NA,1722,NA,776000,1277600,1606530,18000,3021000,335000,73500,38000,NA,NA,3884630,NA,NA,5234500,3200,2996.138996138996,2964.269141531322,2980.575139146568,NA,2807.620817843866,2838.983050847457,2722.222222222222,3166.666666666667,NA,2857.018308631212,NA,NA,NA,3039.779326364692,8377,91,7337,113,8230,79,7289,74,8052,92,1313,6647,7090,75,0,0
488299,04250800,Mission Beauty Institute,TX,Less Than 2 Year,Private For-Profit,0,0.103,0,0.879,0,0.017,0,NA,NA,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,30534,30534,0,0,0,0,0,0,39970,"P425E204012 (Student Aid) / $30,534|P425F202692 (Institutional Portion) / $30,534|P425Q210327 (Proprietary Institutions Grant Funds for Students) / $39,970",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,19,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,26600,0,0,0,0,0,26600,2248,0,0,0,0,0,2248,2248,0,0,0,0,0,2248,26600,0,0,0,0,0,26600,NA,NA,NA,NA,NA,NA,1400,12,0.16,12,0.631578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18200,NA,15400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
229267,00364700,Trinity University,TX,4 Year,Private Not-For-Profit,0.003,0.077,0.042,0.225,0.001,0.558,0.049,0.964,0.036,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,3798165,4526815,0,0,0,0,0,0,0,"P425E203395 (Student Aid) / $3,798,165|P425F204310 (Institutional Portion) / $4,526,815",495,2537,8,42,223,15,0,495,791,NA,142,10,1447,1026.62,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1385.62,555,1385.62,1385.62,1200,555,555,3685.62,3685.62,3685.62,1385.62,3685.62,3685.62,3685.62,1451023.2,1151446.14,14299.34,1385.62,332992.08,15291.24,2966437.62,2931.36,1455.68412136536,NA,NA,2345.014647887324,1529.124,2050.060552868003,1123,0.3382530120481927,NA,NA,NA,245,137,742,NA,1860,162,29,137,NA,NA,1783,NA,103,3183,NA,98,94,453,NA,711,72,14,NA,NA,NA,807,NA,74,1365,NA,215340.38,230415.38,1010506.44,NA,1318813.76,155897.32,26668.72,NA,NA,NA,1658490.84,NA,157342.94,2798009.72,NA,2197.350816326531,2451.227446808511,2230.698543046357,NA,1854.871673699015,2165.240555555556,1904.908571428572,0,NA,NA,2055.131152416357,NA,2126.255945945946,2049.823970695971,3081,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
222576,00354000,Amarillo College,TX,2 Year,Public,0.007,0.032,0.054,0.436,0,0.433,0.028,0.354,0.646,0.608,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,14601066,19660612,0,0,1879664,0,0,0,0,"P425E204599 (Student Aid) / $14,601,066|P425F204563 (Institutional Portion) / $19,660,612|P425L200598 (Minority Serving Institutions) / $1,879,664",2747,NA,2982,5843,NA,NA,0,1673,NA,1597,NA,NA,3567,0,141889.71,11195.12,135444.03,13993.9,0,0,302522.76,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,100,150,100,200,0,0,100,4150,4000,4150,4000,0,0,4150,1451921.71,150395.12,1384538.03,204143.9,0,0,3190998.76,867.8551763299462,NA,866.9618221665623,1237.235757575758,NA,NA,894.5889430894309,NA,0,NA,0,101,421,763,5861,NA,5792,403,120,NA,NA,8773,NA,NA,9378,NA,14,106,302,1808,NA,1206,92,36,NA,NA,2617,NA,NA,1866,NA,3300,61800,390981,1373250,NA,941846,7830,27600,NA,NA,2190287,NA,NA,1173594,NA,235.7142857142857,583.0188679245283,1294.639072847682,759.5409292035398,NA,780.9668325041459,85.1086956521739,766.6666666666666,NA,NA,836.9457393962552,NA,NA,628.9356913183279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228501,00362500,Sul Ross State University,TX,4 Year,Public,0.005,0.005,0.046,0.653,0.001,0.247,0.026,0.535,0.465,0.546,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,5473378,7134113,0,0,799288,0,0,0,0,"P425E201747 (Student Aid) / $5,473,378|P425F200701 (Institutional Portion) / $7,134,113|P425L200064 (Minority Serving Institutions) / $799,288",903,542,342,375,240,497,0,712,301,238,160,238,1763,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,200,250,250,250,250,250,200,6396,6000,5325,3666,5525,6196,6396,1629741,581574,425523,168600,335930,402284,3543652,2288.962078651685,1932.139534883721,1787.911764705882,1478.947368421053,2099.5625,1690.268907563025,2010.012478729438,669,0.2307692307692308,199,0.1128757799205899,12,11,135,1910,NA,708,78,33,9,NA,NA,1829,NA,NA,1548,5,NA,95,1254,NA,345,45,12,NA,NA,NA,1163,NA,NA,990,9916,NA,196709,2592075,NA,626797,83742,22553,NA,NA,NA,2328749,NA,NA,2134405,1983.2,2108.333333333333,2070.621052631579,2067.045454545455,NA,1816.802898550725,1860.933333333333,1879.416666666667,1550,NA,NA,2002.363714531384,NA,NA,2155.964646464647,2152,65,695,31,2288,76,755,52,2523,91,332,2100,805,28,1,1
228875,00363600,Texas Christian University,TX,4 Year,Private Not-For-Profit,0.004,0.031,0.06,0.155,0.002,0.653,0.028,0.966,0.034,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,10521504,13359566,0,0,0,0,0,0,0,"P425E202499 (Student Aid) / $0|P425E205882 (Student Aid) / $10,521,504|P425F205186 (Institutional Portion) / $13,359,566",1696,10168,39,314,2316,150,0,1512,1618,34,899,33,4112,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,500,500,1000,500,750,750,500,4000,4000,4000,3000,2500,1750,4000,4483750,2548500,67500,27000,1098500,32500,8257750,2965.443121693122,1575.092707045736,1985.294117647059,1687.5,1221.913236929922,984.8484848484849,2008.207684824903,6425,0.4375808758428114,352,0.08560311284046693,47,420,816,2285,NA,9635,476,288,690,NA,NA,8744,NA,NA,12363,10,180,525,1101,NA,1699,171,96,321,NA,NA,2540,NA,NA,3153,20250,394000,1217750,2426500,NA,3158250,341000,192000,488000,NA,NA,5072500,NA,NA,6699000,2025,2188.888888888889,2319.52380952381,2203.905540417802,NA,1858.887580929959,1994.152046783626,2000,1520.249221183801,NA,NA,1997.047244094488,NA,NA,2124.64319695528,12202,476,2465,127,11601,428,2384,115,11426,415,2070,8941,2290,119,0,0
488730,04263600,Northeast Lakeview College,TX,2 Year,Public,0.002,0.029,0.096,0.543,0.002,0.273,0.048,0.194,0.806,0.312,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,5310886,8219245,0,0,0,0,416523,0,0,"P425E203619 (Student Aid) / $5,310,886|P425F202774 (Institutional Portion) / $8,219,245|P425S210113 (Supplemental Assistance to Institutions of Higher Education) / $416,523",NA,1264,3002,6543,NA,NA,0,NA,635,1143,NA,NA,3599,334565,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,200,200,200,200,0,0,200,10800,3800,10800,7400,0,0,10800,780100,168400,1650625,410174,0,0,3009299,NA,265.1968503937008,1444.116360454943,335.9328419328419,NA,NA,836.1486524034455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,230,627,1926,NA,2493,NA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
227863,00365400,University of St Thomas,TX,4 Year,Private Not-For-Profit,0.002,0.09,0.125,0.434,0.001,0.229,0.019,0.641,0.359,0.481,0,0,0,0,1,1,0,0,0,0,0,1,1,0,TEXAS,5013653,6456468,0,0,801987,0,0,0,0,"P425E200482 (Student Aid) / $5,013,653|P425F200446 (Institutional Portion) / $6,456,468|P425L200224 (Minority Serving Institutions) / $801,987",1155,1480,72,663,876,807,0,495,365,10,162,83,1136,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,250,250,1000,150,250,300,150,9846,11345,9593,4000,7316,2750,11345,1358017.5,810002.04,24978,29448,299903.92,91600,2613949.46,2743.469696969697,2219.183671232877,2497.8,1402.285714285714,1851.258765432099,1103.614457831325,2301.011848591549,2217,0.4387492578666139,184,0.1619718309859155,7,446,624,2162,6,1166,86,138,310,108,1901,3044,108,2703,2338,NA,121,198,575,NA,127,17,20,69,4,328,804,4,NA,679,NA,248404.79,443107.5,1407493.77,NA,276156.4,38048,39148,147296,5500,766619.09,1841830.37,5500,NA,1733517.94,2249,2052.932148760331,2237.916666666667,2447.815252173913,1024,2174.459842519685,2238.117647058823,1957.4,2134.724637681159,1375,2337.253323170732,2290.833793532338,1375,1926.545995623633,2553.045567010309,3011,369,1631,145,2637,190,1687,144,2232,158,304,1770,1741,150,2,1
225247,00357100,Hardin-Simmons University,TX,4 Year,Private Not-For-Profit,0.006,0.016,0.118,0.213,0.001,0.568,0.039,0.869,0.131,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,4628947,5759024,0,0,0,0,0,0,0,"P425E200617 (Student Aid) / $4,628,947|P425F202516 (Institutional Portion) / $5,759,024",763,992,19,84,449,146,0,754,978,19,441,102,2330,3674.47,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,455,150,780,150,150,150,150,4795,3446,3530,1001,2195,2045,4795,2028428.47,950874,28902,16142,576539,65406,3666291.47,2690.223435013263,972.2638036809816,1521.157894736842,448.3888888888889,1307.344671201814,641.2352941176471,1573.515652360515,467,0.1903791275988585,374,0.1605150214592275,16,47,270,546,NA,1390,90,18,71,NA,NA,1346,NA,NA,1992,14,45,253,519,NA,1338,85,11,60,NA,NA,1281,NA,NA,1926,25801,73613,545497,966723,NA,1888391,124717,14390,30025,NA,NA,2045997,NA,NA,3166224,1842.928571428571,1635.844444444444,2156.114624505929,1862.664739884393,NA,1411.353512705531,1467.258823529412,1308.181818181818,500.4166666666667,NA,NA,1597.187353629977,NA,NA,1643.93769470405,1821,52,583,15,2017,71,650,14,2075,34,298,1743,727,11,0,0
369686,03303300,Northwest Educational Center,TX,Less Than 2 Year,Private For-Profit,0,0.011,0.353,0.511,0,0.101,0.017,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,259632,259632,0,0,0,0,0,0,154983,"P425E204703 (Student Aid) / $259,632|P425F203490 (Institutional Portion) / $259,632|P425Q211303 (Proprietary Institutions Grant Funds for Students) / $154,983",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,164,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,518,0,0,0,0,0,518,1768,0,0,0,0,0,1768,235804,0,0,0,0,0,235804,NA,NA,NA,NA,NA,NA,1437.829268292683,NA,NA,NA,NA,NA,NA,103,163,NA,37,25,NA,NA,NA,NA,290,NA,NA,280,NA,6,57,83,NA,13,NA,NA,NA,NA,NA,124,NA,NA,141,NA,6554,65596,111718,NA,15912,NA,NA,NA,NA,NA,156496,NA,NA,178260,NA,NA,1150.80701754386,1346,NA,1224,1268,NA,NA,NA,NA,1262.064516129032,NA,NA,1264.255319148936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
439701,03516300,The King's University,TX,4 Year,Private Not-For-Profit,0.013,0.034,0.129,0.101,0.002,0.592,0.055,NA,NA,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,718675,886877,0,0,0,0,0,225250,0,"P425E205152 (Student Aid) / $718,675|P425F204213 (Institutional Portion) / $886,877|P425N200554 (Fund for the Improvement of Postsecondary Education) / $225,250",77,87,85,94,174,165,0,76,52,77,44,22,285,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,100,340,100,141,425,90,90,2500,3990,2500,2500,3655,2500,3990,126727,54480,117246,51270,170946,65975,586644,1667.460526315789,1047.692307692308,1522.675324675325,3662.142857142857,3885.136363636364,2998.863636363636,2058.4,49,0.0718475073313783,9,0.03157894736842105,NA,28,79,60,NA,360,39,38,18,NA,NA,374,NA,520,NA,NA,11,44,32,NA,144,15,13,8,NA,NA,171,NA,230,NA,NA,21622,82165,45233.75,NA,226128.25,21850,20096.5,23435,NA,NA,300015,NA,402723.5,NA,NA,1965.636363636364,1867.386363636364,1413.5546875,NA,1570.335069444444,1456.666666666667,1545.884615384615,2929.375,NA,NA,1754.473684210526,NA,1750.971739130435,NA,323,NA,310,NA,357,NA,263,NA,373,NA,NA,341,314,NA,0,0
223922,00355400,Clarendon College,TX,2 Year,Public,0.006,0.005,0.142,0.188,0.002,0.621,0,NA,NA,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,2607228,3609591,0,0,0,278777,0,0,0,"P425E203601 (Student Aid) / $2,607,228|P425F203200 (Institutional Portion) / $3,609,591|P425M200520 (Strengthening Institutions Program) / $278,777",NA,402,299,2229,NA,NA,0,173,168,NA,NA,NA,1162,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,112,112,112,112,0,0,112,2400,2400,2400,2400,0,0,2400,406551.7,312452.3,186602.5,424069.8,0,0,1329676.3,2350.009826589595,1859.835119047619,NA,605.814,NA,NA,1144.299741824441,2494,0.7726146220570013,781,0.6721170395869192,43,27,522,620,NA,1352,NA,584,74,NA,1687,NA,NA,NA,2736,14,9,259,212,NA,441,NA,189,35,NA,595,NA,NA,NA,1017,21760.05,10632.5,226842.2,320749.5,NA,535517,NA,174123.55,38580,NA,517426.2,NA,NA,NA,1103999,1554.289285714286,1181.388888888889,875.8386100386101,1512.969339622641,NA,1214.324263038549,NA,921.2886243386242,1102.285714285714,NA,869.6238655462186,NA,NA,NA,1085.544739429695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
449773,04089400,CCI Training Center-Arlington,TX,Less Than 2 Year,Private For-Profit,0.016,0.052,0.529,0.181,0,0.158,0.052,NA,NA,0.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,98431,98430,0,0,0,0,0,0,101487,"P425E205099 (Student Aid) / $98,431|P425F204743 (Institutional Portion) / $98,430|P425Q211345 (Proprietary Institutions Grant Funds for Students) / $101,487",207,NA,NA,NA,NA,NA,0,70,NA,NA,NA,NA,79,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,156.76,156.76,0,0,0,0,156.76,156.76,156.76,0,0,0,0,156.76,10973.2,1410.84,0,0,0,0,12384.04,156.76,NA,NA,NA,NA,NA,156.76,NA,NA,NA,NA,NA,12,151,62,NA,36,9,15,NA,NA,NA,218,NA,193,NA,NA,NA,43,15,NA,9,NA,5,NA,NA,NA,71,NA,45,NA,NA,NA,6740.68,2351.4,NA,1410.84,NA,783.8,NA,NA,NA,11129.96,NA,7054.2,NA,NA,156.76,156.76,156.76,NA,156.76,156.76,156.76,NA,NA,NA,156.76,NA,156.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
227924,00916300,San Antonio College,TX,2 Year,Public,0.003,0.028,0.074,0.633,0.001,0.22,0.037,0.192,0.808,0.621,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,24235387,33506291,0,0,3211459,0,0,0,0,"P425E202583 (Student Aid) / $24,235,387|P425F202571 (Institutional Portion) / $33,506,291|P425L200222 (Minority Serving Institutions) / $3,211,459",3121,NA,8502,14622,NA,NA,0,2299,NA,6249,NA,NA,10332,2308231.04,160351,6000,261400,7500,0,0,435251,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,200,200,63,99,0,0,63,12390,5628,11250,4221,0,0,12390,4628904.14,118937,7980108.73,375795.95,0,0,13103745.82,2013.442427142236,NA,1277.021720275244,269.5810258249641,NA,NA,1268.26808168796,16863,0.5919750052657445,5078,0.4914827719705768,68,772,2532,18533,37,5993,468,22,61,NA,10548,17938,NA,9509,18977,21,220,957,7143,NA,1802,148,NA,24,NA,3334,6998,NA,4622,5710,31250,259929,1533564.87,9025591.95,NA,2026364,185018,NA,19828,NA,3304060.13,9799685.69,NA,7499258.53,5604487.29,1488.095238095238,1181.495454545455,1602.471128526646,1263.557601847963,1300,1124.508324084351,1250.121621621622,1333.333333333333,826.1666666666666,0,991.0198350329933,1400.355200057159,0,1622.513745131978,981.5214168126095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
